job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Assistant Influencer,"social media, content creation, marketing, communication, personal branding",Marketing,"content creation, audience building, brand partnerships, social media strategy, engagement tactics, niche expertise",High,Beginner
Junior Influencer,"social media, content creation, marketing, communication, personal branding",Marketing,"content creation, audience building, brand partnerships, social media strategy, engagement tactics, niche expertise",High,Beginner
Lead Influencer,"social media, content creation, marketing, communication, personal branding",Marketing,"content creation, audience building, brand partnerships, social media strategy, engagement tactics, niche expertise",High,Advanced
Senior Influencer,"social media, content creation, marketing, communication, personal branding",Marketing,"content creation, audience building, brand partnerships, social media strategy, engagement tactics, niche expertise",High,Advanced
Principal Influencer,"social media, content creation, marketing, communication, personal branding",Marketing,"content creation, audience building, brand partnerships, social media strategy, engagement tactics, niche expertise",High,Advanced
Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Intermediate
Assistant Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Beginner
Junior Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Beginner
Lead Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Advanced
Senior Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Advanced
Principal Content Strategist,"content strategy, marketing, analytics, communication, planning",Marketing,"content planning, audience research, editorial calendar, performance analysis, brand alignment, cross-platform strategy",High,Advanced
Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Intermediate
Assistant Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Beginner
Junior Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Beginner
Lead Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Advanced
Senior Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Advanced
Principal Media Analyst,"media analysis, analytics, marketing, research, communication",Marketing,"media research, audience analysis, performance metrics, competitive analysis, reporting, strategic recommendations",Medium,Advanced
Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Advanced
Assistant Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Beginner
Junior Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Beginner
Lead Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Advanced
Senior Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Advanced
Principal Publishing Editor,"editing, publishing, content writing, communication, leadership",Media,"manuscript evaluation, editorial direction, author relations, publication planning, quality control, market knowledge",Medium,Advanced
Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Intermediate
Assistant Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Beginner
Junior Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Beginner
Lead Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Advanced
Senior Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Advanced
Principal Screenwriter,"screenwriting, creative writing, storytelling, communication",Creative,"screenplay format, character development, plot structure, dialogue writing, genre knowledge, industry standards",Medium,Advanced
Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Intermediate
Assistant Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Beginner
Junior Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Beginner
Lead Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Advanced
Senior Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Advanced
Principal Columnist,"writing, journalism, opinion writing, communication, research",Media,"opinion writing, research skills, audience engagement, editorial standards, topic expertise, deadline management",Medium,Advanced
Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Beginner
Assistant Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Beginner
Junior Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Beginner
Lead Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Advanced
Senior Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Advanced
Principal Travel Writer,"writing, travel, content creation, communication, research",Creative,"travel writing, destination research, cultural knowledge, photography basics, storytelling, audience engagement",Medium,Advanced
Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Beginner
Assistant Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Beginner
Junior Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Beginner
Lead Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Advanced
Senior Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Advanced
Principal Food Critic,"writing, food knowledge, communication, research, evaluation",Creative,"culinary knowledge, review writing, sensory evaluation, research skills, ethical standards, audience engagement",Low,Advanced
Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Beginner
Assistant Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Beginner
Junior Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Beginner
Lead Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Advanced
Senior Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Advanced
Principal Fashion Blogger,"writing, fashion, content creation, social media, creativity",Creative,"fashion writing, trend analysis, content creation, styling basics, photography, audience building",Medium,Advanced
News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Intermediate
Assistant News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Beginner
Junior News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Beginner
Lead News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Advanced
Senior News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Advanced
Principal News Anchor,"broadcasting, communication, journalism, public speaking, media",Media,"on-camera presentation, news reading, live broadcasting, interview skills, media ethics, audience engagement",High,Advanced
Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Intermediate
Assistant Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Beginner
Junior Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Beginner
Lead Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Advanced
Senior Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Advanced
Principal Documentary Filmmaker,"filmmaking, storytelling, research, editing, communication",Creative,"documentary production, research skills, interviewing, video editing, narrative structure, distribution knowledge",Medium,Advanced
Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Beginner
Assistant Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Beginner
Junior Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Beginner
Lead Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Advanced
Senior Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Advanced
Principal Creative Writer,"creative writing, storytelling, communication, imagination",Creative,"fiction writing, poetry, creative techniques, editing skills, genre knowledge, publication process",Low,Advanced
Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Intermediate
Assistant Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Beginner
Junior Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Beginner
Lead Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Advanced
Senior Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Advanced
Principal Copy Editor,"editing, proofreading, communication, attention to detail",Media,"copy editing, style guide application, fact checking, grammar expertise, consistency checking, deadline work",Medium,Advanced
Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Beginner
Assistant Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Beginner
Junior Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Beginner
Lead Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Advanced
Senior Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Advanced
Principal Proofreader,"proofreading, editing, attention to detail, communication",Creative,"error detection, style consistency, grammar checking, formatting review, quality assurance, communication",Medium,Advanced
Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Beginner
Assistant Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Beginner
Junior Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Beginner
Lead Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Advanced
Senior Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Advanced
Principal Media Researcher,"research, media analysis, communication, data analysis",Media,"media research, data collection, analysis skills, reporting, industry knowledge, trend identification",Medium,Advanced
Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Intermediate
Assistant Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Beginner
Junior Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Beginner
Lead Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Advanced
Senior Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Advanced
Principal Advertising Copywriter,"copywriting, advertising, marketing, creative writing, communication",Marketing,"advertising copy, brand voice, campaign concepts, persuasive writing, market research, creative collaboration",High,Advanced
Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Intermediate
Assistant Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Beginner
Junior Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Beginner
Lead Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Advanced
Senior Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Advanced
Principal Social Media Analyst,"social media, analytics, marketing, data analysis, communication",Marketing,"social analytics, performance tracking, audience insights, reporting, strategy recommendations, tool proficiency",High,Advanced
Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Beginner
Assistant Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Beginner
Junior Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Beginner
Lead Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Advanced
Senior Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Advanced
Principal Content Moderator,"content moderation, communication, attention to detail, policy knowledge",Creative,"content review, policy enforcement, community guidelines, decision making, communication skills, quality standards",Medium,Advanced
Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Intermediate
Assistant Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Beginner
Junior Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Beginner
Lead Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Advanced
Senior Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Advanced
Principal Digital Journalist,"journalism, digital media, writing, multimedia, communication",Media,"digital storytelling, multimedia production, online publishing, audience engagement, fact checking, social media",High,Advanced
Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Intermediate
Assistant Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Beginner
Junior Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Beginner
Lead Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Advanced
Senior Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Advanced
Principal Technical Blogger,"writing, technical writing, blogging, communication, expertise",Creative,"technical writing, blog management, audience building, seo basics, subject expertise, content strategy",Medium,Advanced
UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Intermediate
Assistant UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Beginner
Junior UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Beginner
Lead UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Advanced
Senior UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Advanced
Principal UX Writer,"ux writing, content strategy, user experience, communication, design",Creative,"microcopy, user interface text, content strategy, user research, design collaboration, accessibility",High,Advanced
Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Intermediate
Assistant Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Beginner
Junior Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Beginner
Lead Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Advanced
Senior Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Advanced
Principal Content Marketing Specialist,"content marketing, strategy, analytics, writing, communication",Marketing,"content strategy, marketing campaigns, analytics, audience segmentation, brand storytelling, performance measurement",High,Advanced
Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Intermediate
Assistant Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Beginner
Junior Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Beginner
Lead Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Advanced
Senior Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Advanced
Principal Email Marketing Specialist,"email marketing, marketing, analytics, communication, strategy",Marketing,"email campaign creation, automation tools, audience segmentation, analytics tracking, copywriting, deliverability",High,Advanced
Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Intermediate
Assistant Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Beginner
Junior Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Beginner
Lead Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Advanced
Senior Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Advanced
Principal Script Editor,"script editing, writing, communication, storytelling, collaboration",Creative,"script analysis, editorial feedback, story structure, character development, industry standards, collaboration",Medium,Advanced
Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Beginner
Assistant Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Beginner
Junior Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Beginner
Lead Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Advanced
Senior Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Advanced
Principal Media Coordinator,"media coordination, communication, organization, marketing, planning",Marketing,"media planning, vendor coordination, campaign execution, budget tracking, stakeholder communication, reporting",Medium,Advanced
Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Advanced
Assistant Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Beginner
Junior Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Beginner
Lead Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Advanced
Senior Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Advanced
Principal Brand Manager,"brand management, marketing, strategy, communication, leadership",Marketing,"brand strategy, market positioning, campaign management, team leadership, budget oversight, performance analysis",High,Advanced
Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Intermediate
Assistant Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Beginner
Junior Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Beginner
Lead Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Advanced
Senior Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Advanced
Principal Campaign Manager,"campaign management, marketing, strategy, analytics, communication",Marketing,"campaign planning, execution, performance tracking, stakeholder management, creative direction, budget management",High,Advanced
Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Beginner
Assistant Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Beginner
Junior Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Beginner
Lead Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Advanced
Senior Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Advanced
Principal Digital Marketing Executive,"digital marketing, marketing, analytics, communication, strategy",Marketing,"digital campaigns, social media, seo, analytics, content creation, performance optimization",High,Advanced
YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Beginner
Assistant YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Beginner
Junior YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Beginner
Lead YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Advanced
Senior YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Advanced
Principal YouTube Content Creator,"video content, content creation, editing, communication, marketing",Creative,"video production, content strategy, audience growth, editing software, seo for youtube, engagement tactics",High,Advanced
Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Beginner
Assistant Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Beginner
Junior Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Beginner
Lead Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Advanced
Senior Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Advanced
Principal Podcast Host,"podcasting, communication, content creation, audio production, marketing",Media,"hosting skills, content planning, guest management, audio editing, audience engagement, platform knowledge",Medium,Advanced
News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Advanced
Assistant News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Beginner
Junior News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Beginner
Lead News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Advanced
Senior News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Advanced
